STATIONNAME,STATIONARRONDISSEMENT,LATITUDE,LONGITUDE,STATION_ID
de Lanaudière / Marie-Anne,Le Plateau-Mont-Royal,45.52932643090091,-73.57480645179749,266
St-Ambroise / Louis-Cyr,Le Sud-Ouest,45.47519326260791,-73.58094334602356,267
Parc du Pélican (1ère avenue / Masson),Rosemont - La Petite-Patrie,45.54518840394769,-73.57644259929657,268
St-Nicolas / Place d'Youville,Ville-Marie,45.501986944225784,-73.55516648853154,269
d'Orléans / Masson,Rosemont - La Petite-Patrie,45.557192,-73.569847,270
de Gaspé / Beaubien,Rosemont - La Petite-Patrie,45.531957916826386,-73.60700100660324,271
de l'Hôtel-de-Ville / Roy,Le Plateau-Mont-Royal,45.51733075399989,-73.57449866831303,272
Métro Jean-Talon (Lajeunesse / Jean-Talon),Villeray—Saint-Michel—Parc-Extension,45.539565349221625,-73.61411895610217,273
Garnier / Gilford,Le Plateau-Mont-Royal,45.53250674403981,-73.58016096510255,274
St-Dominique / Laurier,Le Plateau-Mont-Royal,45.52361490311454,-73.59245739877223,275
Marie-Anne / Papineau,Le Plateau-Mont-Royal,45.53176697148175,-73.5724139213562,276
Louvain / d'Iberville,Villeray—Saint-Michel—Parc-Extension,45.569397158794715,-73.63372097439424,277
St-Urbain / de la Gauchetière,Ville-Marie,45.50707812811467,-73.56139540672302,278
Bassin Peel (Smith / de la Commune),Le Sud-Ouest,45.49272253623337,-73.55627238750458,279
de Bordeaux / St-Zotique,Rosemont - La Petite-Patrie,45.546534315701145,-73.59866335988045,280
26e avenue / Bélanger,Rosemont - La Petite-Patrie,45.567201236902285,-73.58513630926609,281
Durocher / Bernard,Outremont,45.52222528598142,-73.60668718814848,282
de Bordeaux / de Bellechasse,Rosemont - La Petite-Patrie,45.54325917626278,-73.59154611825943,283
de Mentana / du Mont-Royal,Le Plateau-Mont-Royal,45.52694544540877,-73.58005285263062,284
University / Milton,Le Plateau-Mont-Royal,45.5065386376248,-73.5766088962555,285
de la Montagne / Ste-Catherine,Ville-Marie,45.497560644116994,-73.57444782822313,286
de Bordeaux / Masson,Le Plateau-Mont-Royal,45.539037937964046,-73.58252048492432,287
Montcalm / Ontario,Ville-Marie,45.52110494530867,-73.56229394674301,288
André-Laurendeau / Rachel,Rosemont - La Petite-Patrie,45.54303187243879,-73.56256484985352,289
de l'Esplanade  / Fairmount,Le Plateau-Mont-Royal,45.521484558655224,-73.59684884548187,290
Fullum / Gilford,Le Plateau-Mont-Royal,45.539198007249375,-73.5737818479538,291
Clark / Rachel,Le Plateau-Mont-Royal,45.517537449207474,-73.58241524554614,292
St-Dominique / de Bellechasse,Rosemont - La Petite-Patrie,45.52952466565309,-73.60488876700401,293
Parc Ludger-Duvernay (St-André / St-Hubert),Le Plateau-Mont-Royal,45.53147464147482,-73.59242051839828,294
Laval / Duluth,Le Plateau-Mont-Royal,45.519192617838605,-73.57715926134915,295
St-André / Laurier,Le Plateau-Mont-Royal,45.529485911283714,-73.58760595321655,296
St-Hubert / Duluth,Le Plateau-Mont-Royal,45.522425652788634,-73.57418417930603,297
Métro Place-des-Arts (du Président-Kennedy / Jeanne-Mance),Ville-Marie,45.508204615051355,-73.56881439685822,298
de Léry / Sherbrooke,Mercier - Hochelaga-Maisonneuve,45.54099971663243,-73.55826258659361,299
Bloomfield / Van Horne,Outremont,45.52269103555241,-73.6132076382637,300
Messier / du Mont-Royal,Le Plateau-Mont-Royal,45.53711414,-73.5710031,301
Drummond / Ste-Catherine,Ville-Marie,45.49861674293281,-73.5741600394249,302
Parc Eusèbe-Ménard (Gouin / St-Vital),Montréal-Nord,45.59253950875074,-73.64874824881554,303
Letourneux / Ste-Catherine,Mercier - Hochelaga-Maisonneuve,45.55078357889704,-73.53409996037954,304
Bishop / de Maisonneuve,Ville-Marie,45.49720422766309,-73.5777654405865,305
Lajeunesse / de Liège,Villeray—Saint-Michel—Parc-Extension,45.54566376066234,-73.63510044919167,306
Melville / de Maisonneuve,Westmount,45.48184019359366,-73.59537899494171,307
Sewell / Roy,Le Plateau-Mont-Royal,45.51467743947122,-73.57659816741943,308
des Écores / de Bellechasse,Rosemont - La Petite-Patrie,45.54607879439562,-73.58988046646118,309
Parc Nicolas-Tillemont (des Érables / Villeray),Villeray—Saint-Michel—Parc-Extension,45.55463653358596,-73.61255215771962,310
St-Hubert / Laurier,Le Plateau-Mont-Royal,45.52893724049854,-73.58786880970001,311
Bloomfield / Bernard,Outremont,45.520338193708305,-73.60775470733641,312
Boyer / de Bellechasse,Rosemont - La Petite-Patrie,45.53578876027516,-73.59934665262699,313
35e avenue / Beaubien,Rosemont - La Petite-Patrie,45.569996465032766,-73.57307481772295,314
Molson / Beaubien,Rosemont - La Petite-Patrie,45.54977750895228,-73.59132108093945,315
Casgrain / Maguire,Le Plateau-Mont-Royal,45.52621764749851,-73.5957657695144,316
St-Mathieu / Lincoln,Ville-Marie,45.49498578930944,-73.58126726008777,317
Galt / de Verdun,Verdun,45.462002590991304,-73.57122082587011,318
de la Côte St-Antoine / Argyle,Westmount,45.48624101696415,-73.59572768211365,319
Hôpital Santa Cabrini (de Pontoise / d'Évreux),Rosemont - La Petite-Patrie,45.58135403391153,-73.57260999085156,320
Boyer / du Mont-Royal,Le Plateau-Mont-Royal,45.527432126380575,-73.57991673052311,321
Panet / de Maisonneuve,Ville-Marie,45.52056694976339,-73.55609618582093,322
de Normanville / Beaubien,Rosemont - La Petite-Patrie,45.539202513135926,-73.60001519322395,323
Parc Howard (de l'Épée / de Liège),Villeray—Saint-Michel—Parc-Extension,45.53337693203317,-73.64228380847635,324
de l'Épée / Laurier,Outremont,45.516990554375184,-73.5984548554552,325
Villeneuve / St-Dominique,Le Plateau-Mont-Royal,45.522272664526696,-73.58870131898584,326
Laurier / de Bordeaux,Le Plateau-Mont-Royal,45.53725128371284,-73.57918381690979,327
Bercy / Rachel,Le Plateau-Mont-Royal,45.53840340979245,-73.56196403503418,328
Durocher / Beaumont,Villeray—Saint-Michel—Parc-Extension,45.52799772330074,-73.61919969320297,329
Crescent / de Maisonneuve,Ville-Marie,45.49812041247333,-73.57759594917297,330
de la Montagne / Sherbrooke,Ville-Marie,45.49971843051624,-73.57890754938126,331
Péloquin / Fleury,Ahuntsic-Cartierville,45.5570628731705,-73.65995585918427,332
Marquette / Fleury,Ahuntsic-Cartierville,45.56735205736566,-73.65378744900227,333
Victoria Hall (Sherbrooke),Westmount,45.48129146961133,-73.6003303527832,334
Boyer / Everett,Villeray—Saint-Michel—Parc-Extension,45.54310243053054,-73.61607524188003,335
Turgeon / Notre-Dame,Le Sud-Ouest,45.47888852807208,-73.58198940753937,336
Marie-Anne / St-Hubert,Le Plateau-Mont-Royal,45.5246829812827,-73.5788968205452,337
Hélène-Baillargeon / St-Denis,Le Plateau-Mont-Royal,45.52974,-73.59527,338
Notre-Dame / St-Henri,Ville-Marie,45.50019918807319,-73.5600175754007,339
Parc de Turin (de Lanaudière / Jean-Talon),Villeray—Saint-Michel—Parc-Extension,45.545350334193245,-73.61032962799072,340
Ste-Catherine / Sanguinet,Ville-Marie,45.512936177874096,-73.56124520301817,341
Bourget / St-Jacques,Le Sud-Ouest,45.48067368593179,-73.58351558446884,342
de Kent / de la Côte-des-Neiges,Côte-des-Neiges - Notre-Dame-de-Grâce,45.50144933057703,-73.63305062055588,343
Adam / d'Orleans,Mercier - Hochelaga-Maisonneuve,45.54733170390415,-73.53858858346939,344
Henri-Julien / Laurier,Le Plateau-Mont-Royal,45.52574657625029,-73.59033644199371,345
Dandurand / de Lorimier,Rosemont - La Petite-Patrie,45.54088934785174,-73.58419083058834,346
Garnier / St-Grégoire,Le Plateau-Mont-Royal,45.5358215436799,-73.58710169792175,347
Métro Vendôme (de Marlowe / de Maisonneuve),Côte-des-Neiges - Notre-Dame-de-Grâce,45.47393028235147,-73.60473453998564,348
Parthenais / du Mont-Royal,Le Plateau-Mont-Royal,45.53640396516409,-73.57141345739365,349
de la Gauchetière / St-Alexandre,Ville-Marie,45.50295893873599,-73.56374170638446,350
St-Alexandre / Ste-Catherine,Ville-Marie,45.50527354034462,-73.5674786567688,351
Prince-Arthur / Ste-Famille,Le Plateau-Mont-Royal,45.511670167106246,-73.57463479042053,352
Parc Père-Marquette (Chambord / Rosemont),Rosemont - La Petite-Patrie,45.53708783301333,-73.59321847558022,353
de l'Hôtel-de-Ville / Villeneuve,Le Plateau-Mont-Royal,45.52348082760688,-73.58732756238169,354
Milton / Hutchison,Le Plateau-Mont-Royal,45.508959131298816,-73.57421151364179,355
de la Cathédrale / René-Lévesque,Ville-Marie,45.499161694813886,-73.56931967664423,356
Parc Lalancette (de Rouen / Valois),Mercier - Hochelaga-Maisonneuve,45.54814504700217,-73.5471260547638,357
Hickson / Wellington,Verdun,45.464826206909045,-73.56712460517883,358
Hillside / Ste-Catherine,Westmount,45.48284635977799,-73.5909104347229,359
Métro Snowdon (Circle / Queen-Mary),Côte-des-Neiges - Notre-Dame-de-Grâce,45.48514885008702,-73.6275440454483,360
Cartier / Dandurand,Rosemont - La Petite-Patrie,45.53923559055867,-73.58594566583633,361
Metcalfe / de Maisonneuve (sud),Ville-Marie,45.501375027330134,-73.5734578129086,362
Christophe-Colomb / St-Joseph,Le Plateau-Mont-Royal,45.53036486555959,-73.58439266681671,363
Métro Édouard-Montpetit (du Mont-Royal / Vincent-d'Indy),Outremont,45.5102725432849,-73.61140972936482,364
Dorion / Gauthier,Le Plateau-Mont-Royal,45.53081165221863,-73.56643053399237,365
Clark / St-Viateur,Le Plateau-Mont-Royal,45.5251943015533,-73.59935637563467,366
Notre-Dame-de-Grâce / Décarie,Côte-des-Neiges - Notre-Dame-de-Grâce,45.477332647079656,-73.61529976129532,367
de la Roche / Bélanger,Rosemont - La Petite-Patrie,45.54159135681213,-73.60757953489156,368
Hamel / Sauriol,Ahuntsic-Cartierville,45.56157008176612,-73.65338176488876,369
26e avenue / Beaubien,Rosemont - La Petite-Patrie,45.56485589064712,-73.5774926841259,370
de Bordeaux / du Mont-Royal,Le Plateau-Mont-Royal,45.53451201270128,-73.57283771038055,371
Hochelaga / Dézéry,Mercier - Hochelaga-Maisonneuve,45.54267119010467,-73.55388522148132,372
Parc Beaubien Outremont (Stuart / St-Viateur),Outremont,45.51596969492227,-73.60827505588531,373
Collège André-Grasset (Crémazie / Christophe-Colomb),Ahuntsic-Cartierville,45.550989649719114,-73.63216600382657,374
Métro Jolicoeur (de Sève / Drake),Le Sud-Ouest,45.45608545783109,-73.58193710446358,375
de Lanaudière / Jean-Talon,Villeray—Saint-Michel—Parc-Extension,45.545350334193245,-73.61032962799072,376
Parc de la Confédération (Fielding / West Hill),Côte-des-Neiges - Notre-Dame-de-Grâce,45.471881993586074,-73.64002168178558,377
Hôpital Maisonneuve-Rosemont (Rosemont / Chatelain),Rosemont - La Petite-Patrie,45.57556589690592,-73.56098317064607,378
Parc Labelle (LaSalle / Henri-Duhamel),Verdun,45.472463196034695,-73.57036739587784,379
de Kent / Hudson,Côte-des-Neiges - Notre-Dame-de-Grâce,45.5058412398175,-73.62931698560715,380
Casino de Montréal,Ville-Marie,45.5063732,-73.52457672,381
Parthenais / Larivière,Ville-Marie,45.53025954525953,-73.55784621096973,382
Laurier / de Brébeuf,Le Plateau-Mont-Royal,45.5325884011355,-73.58466408217282,383
d'Iberville / Fleury,Ahuntsic-Cartierville,45.575431237891664,-73.64741921424866,384
Cité des Arts du Cirque (Paul Boutet / des Regrattiers),Villeray—Saint-Michel—Parc-Extension,45.55982621051128,-73.61538398272387,385
de Châteaubriand / Beaubien,Rosemont - La Petite-Patrie,45.535331706102355,-73.60346686095,386
Faillon / St-Denis,Villeray—Saint-Michel—Parc-Extension,45.53989085278141,-73.62026989459991,387
du Parc-La Fontaine / Rachel,Le Plateau-Mont-Royal,45.52551168509886,-73.57424452900887,388
Sanguinet / de Maisonneuve,Ville-Marie,45.51344071816516,-73.56261849403381,389
Waverly / St-Viateur,Le Plateau-Mont-Royal,45.52392772648164,-73.60018442851468,390
Marquette / du Mont-Royal (sud),Le Plateau-Mont-Royal,45.53207722797955,-73.57514306902884,391
4e avenue / de Verdun,Verdun,45.45686162938348,-73.57212341392369,392
Dézéry / Ontario,Mercier - Hochelaga-Maisonneuve,45.54095791741757,-73.54702949523926,393
de Chambly / Rachel,Rosemont - La Petite-Patrie,45.54991069359101,-73.55826258659361,394
Métro Montmorency (de l'Avenir),Laval,45.55814299291968,-73.71942043304443,395
Drolet / Beaubien,Rosemont - La Petite-Patrie,45.533348,-73.605834,396
Parc Olympique (Pie-IX / Sherbrooke),Mercier - Hochelaga-Maisonneuve,45.554824549823,-73.55370283126831,397
St-Dominique / Jean-Talon,Villeray—Saint-Michel—Parc-Extension,45.53520398241678,-73.6175217570053,398
Métro Charlevoix (Centre / Charlevoix),Le Sud-Ouest,45.47840089832752,-73.56956273317337,399
Messier / Rachel,Le Plateau-Mont-Royal,45.53451813633701,-73.56532464451448,400
Roy / St-Denis,Le Plateau-Mont-Royal,45.51910107799227,-73.57268296636903,401
Rivard / du Mont-Royal,Le Plateau-Mont-Royal,45.524558956532104,-73.58263313770294,402
Duvernay / Charlevoix,Le Sud-Ouest,45.482097305112845,-73.57487753033638,403
St-Dominique / Duluth,Le Plateau-Mont-Royal,45.51742143528529,-73.5788244009018,404
Laval / Rachel,Le Plateau-Mont-Royal,45.52022449558384,-73.5795271396637,405
Ste-Rose E / Soubirous,Laval,45.62975097876725,-73.7542650103569,406
Jean-Rivard / du Cirque,Villeray—Saint-Michel—Parc-Extension,45.56268743796862,-73.61651211977005,407
Chabot / Beaubien,Rosemont - La Petite-Patrie,45.54442573762501,-73.59578132629395,408
14e avenue / Jean-Talon,Villeray—Saint-Michel—Parc-Extension,45.56132407262574,-73.59629362821578,409
Hélène-Baillargeon / St-Denis,Le Plateau-Mont-Royal,45.52973581777825,-73.59512954950333,410
de Chambly / Sherbrooke,Rosemont - La Petite-Patrie,45.548915645858266,-73.55520687997341,411
Ste-Catherine / St-Mathieu,Ville-Marie,45.49384690142783,-73.57917845249176,412
Parc Hilda-Ramacière (de Bullion / Prince-Arthur),Le Plateau-Mont-Royal,45.51562131982338,-73.57212960720062,413
Gilford / Papineau,Le Plateau-Mont-Royal,45.5343936461316,-73.57823699712753,414
Gauthier / de Lorimier,Le Plateau-Mont-Royal,45.53166363055749,-73.56536373496056,415
Berri / Laurier,Le Plateau-Mont-Royal,45.52801498056221,-73.58817509377332,416
Villeneuve / du Parc,Le Plateau-Mont-Royal,45.518197623521424,-73.59239235520363,417
Union / Ste-Catherine,Ville-Marie,45.504027213143104,-73.56970220804214,418
Rosemont / Viau,Rosemont - La Petite-Patrie,45.56833021674857,-73.56666326522826,419
Clark / Fleury,Ahuntsic-Cartierville,45.54758205939525,-73.66522908210754,420
Gare Centrale (de la Gauchetière / Mansfield),Ville-Marie,45.49982531155875,-73.5660799094876,421
de l'Esplanade / Henri-Bourassa,Ahuntsic-Cartierville,45.54744065123731,-73.6723718047142,422
Cypress / Peel,Ville-Marie,45.499164073115374,-73.57190017912217,423
de Lanaudière / Laurier,Le Plateau-Mont-Royal,45.53325634495565,-73.58357376420827,424
Clark / Laurier,Le Plateau-Mont-Royal,45.52261151417965,-73.59368032777637,425
Jeanne-Mance / St-Martin O,Laval,45.55729575447216,-73.74795377254486,426
8e avenue / Dandurand,Rosemont - La Petite-Patrie,45.550113551561694,-73.5772217810154,427
Ste-Catherine / St-Laurent,Ville-Marie,45.50991130818593,-73.56380604207516,428
7e avenue / St-Joseph,Rosemont - La Petite-Patrie,45.54710817336986,-73.56936693191528,429
Mackay / de Maisonneuve,Ville-Marie,45.49663515504026,-73.57863664627075,430
Boyer / Bélanger,Rosemont - La Petite-Patrie,45.54006,-73.60897,431
Drolet / St-Zotique,Rosemont - La Petite-Patrie,45.53488214147823,-73.60941231250763,432
Place du Commerce,Verdun,45.46714,-73.54259,433
de Bordeaux / St-Joseph,Le Plateau-Mont-Royal,45.53683253167888,-73.57777421686478,434
Métro Beaudry (Beaudry / Ste-Catherine),Ville-Marie,45.51888453178292,-73.55593845248222,435
d'Outremont / Ogilvy,Villeray—Saint-Michel—Parc-Extension,45.526870027508245,-73.62676186490717,436
St-Cuthbert / Clark,Le Plateau-Mont-Royal,45.51567168354896,-73.57744306325912,437
Paré / Mountain Sights,Côte-des-Neiges - Notre-Dame-de-Grâce,45.49808281150267,-73.6530089378357,438
Parc St-Louis (St-Joseph / 34e avenue),Lachine,45.432839840726125,-73.69349151849747,439
Valois / Ste-Catherine,Mercier - Hochelaga-Maisonneuve,45.545320836331165,-73.53745266795158,440
Maguire / St-Laurent,Le Plateau-Mont-Royal,45.52462848559264,-73.5958108305931,441
de l'Hôtel-de-Ville / du Mont-Royal,Le Plateau-Mont-Royal,45.522178004145694,-73.58460858464241,442
Fairmount / Hutchison,Le Plateau-Mont-Royal,45.51969064184933,-73.59826556408734,443
Wolfe / Robin,Ville-Marie,45.51959908817399,-73.56020073872969,444
de Rouen / Hogan,Ville-Marie,45.536285106852986,-73.55447735644702,445
Bernard / Jeanne-Mance,Le Plateau-Mont-Royal,45.52415622004122,-73.60502338970036,446
Alexandre-de-Sève / Ste-Catherine,Ville-Marie,45.5211897037242,-73.55379804968834,447
Parc Ferland (Belleherbe / Albanel),Saint-Léonard,45.59573798024675,-73.59529852867126,448
du Canal / McLaughlin,Lachine,45.42969214118378,-73.6694884300232,449
Ropery / Augustin-Cantin,Le Sud-Ouest,45.48097552629275,-73.56863468885422,450
Stanley / Sherbrooke,Ville-Marie,45.50105732321463,-73.57722634080346,451
Le Royer / St-Laurent,Ville-Marie,45.50597445022123,-73.55429930616083,452
Parc Stoney-Point (St-Joseph / 47e avenue),Lachine,45.43656827071224,-73.70836973190308,453
de Rouen / Lespérance,Ville-Marie,45.538859462962286,-73.5528177022934,454
Parc St-Henri (Laporte / Guay),Le Sud-Ouest,45.4801160762769,-73.58560770750046,455
Berlioz / de l'Île des Soeurs,Verdun,45.45998577640931,-73.54395568370819,456
Boyer / Jean-Talon,Villeray—Saint-Michel—Parc-Extension,45.54176195978538,-73.61293137073515,457
La Tour de Montréal (Pierre-de-Coubertin / Bennett),Mercier - Hochelaga-Maisonneuve,45.55970526805903,-73.55155438184738,458
de l'Esplanade / Beaubien,Rosemont - La Petite-Patrie,45.52839983858232,-73.61192286014557,459
Parc Chenier (de l'Aréna / Chenier),Anjou,45.60248649638568,-73.5432904958725,460
Chambord / Rosemont,Rosemont - La Petite-Patrie,45.53708783301333,-73.59321847558022,461
Dandurand / D'Iberville,Rosemont - La Petite-Patrie,45.5443716426341,-73.5809513926506,462
St-Timothée / Ste-Catherine,Ville-Marie,45.5170563208812,-73.55770137168292,463
Louis-Hébert / St-Zotique,Rosemont - La Petite-Patrie,45.55001,-73.59576,464
Métro Georges-Vanier (Terrasse Coursol / Canning),Le Sud-Ouest,45.48882629021402,-73.57531207291686,465
Tupper / du Fort,Ville-Marie,45.491202175002506,-73.58074486255646,466
Beaudry / Sherbrooke,Ville-Marie,45.52303493310712,-73.56539458036421,467
Fullum / de Rouen,Ville-Marie,45.53225536243612,-73.55892024004788,468
Chapleau / du Mont-Royal,Le Plateau-Mont-Royal,45.53867,-73.56936,469
Gilford / de la Roche,Le Plateau-Mont-Royal,45.53020692408532,-73.58207069792115,470
Fullum / Sherbrooke,Le Plateau-Mont-Royal,45.53378566312351,-73.56228053569794,471
City Councillors / du President-Kennedy,Ville-Marie,45.50625103256782,-73.57139065861702,472
Métro Champs-de-Mars (Viger / Sanguinet),Ville-Marie,45.51034914842941,-73.55668598416742,473
Calixa-Lavallée / Rachel (ouest),Le Plateau-Mont-Royal,45.52783105277898,-73.57195928692818,474
Hutchison / Beaubien,Rosemont - La Petite-Patrie,45.526074234750496,-73.61313624311151,475
Union / René-Lévesque,Ville-Marie,45.50235036136798,-73.56658279895781,476
Terminus Le Carrefour (Terry-Fox / Le Carrefour),Laval,45.56842034638607,-73.74687284231186,477
Métro Place Saint-Henri (Charlebois / St-Ferdinand),Le Sud-Ouest,45.47689913441439,-73.58656793832779,478
Parc Hébert (Colbert / Provencher),Saint-Léonard,45.57237805962001,-73.59370462596415,479
Henri-Julien / du Carmel,Le Plateau-Mont-Royal,45.52795093787009,-73.59502326697111,480
Métro Cartier (des Laurentides),Laval,45.56007440937141,-73.68125259876251,481
Moïse-Picard / du Mont-Royal,Rosemont - La Petite-Patrie,45.550348721495894,-73.56336951255798,482
du Parc-La Fontaine / Roy,Le Plateau-Mont-Royal,45.5231827906644,-73.56890878641934,483
Park Row O / Sherbrooke,Côte-des-Neiges - Notre-Dame-de-Grâce,45.46072936353252,-73.63407254219055,484
de St-Vallier / Rosemont,Rosemont - La Petite-Patrie,45.531921043052655,-73.59804779291153,485
Pierce / Ste-Catherine,Ville-Marie,45.49445796005324,-73.5787171125412,486
Drummond / de Maisonneuve,Ville-Marie,45.49947991442336,-73.5759771368248,487
Bourget / Notre-Dame,Le Sud-Ouest,45.47948743980156,-73.58150329448108,488
Centre ÉPIC (St-Zotique / 40e avenue),Rosemont - La Petite-Patrie,45.57414703721992,-73.57462137937546,489
Michelet / Jean-Talon,Saint-Léonard,45.57627820285533,-73.58353972434998,490
des Bassins / Rioux,Le Sud-Ouest,45.49099646036543,-73.55944275856018,491
St-Germain / Hochelaga,Mercier - Hochelaga-Maisonneuve,45.543652466151,-73.5534825682771,492
Lincoln / St-Marc,Ville-Marie,45.494168413100326,-73.58257412910461,493
3e avenue / Bannantyne,Verdun,45.45762346743397,-73.5763577930993,494
Cuvillier / de Chambly,Longueuil,45.51302484317804,-73.44323541976337,495
29e avenue / de Bellechasse,Rosemont - La Petite-Patrie,45.56541782500086,-73.57231065630913,496
Parc Hector-Toe-Blake (du Sussex / René-Lévesque),Ville-Marie,45.48915410275294,-73.58088755610879,497
Hochelaga / de l'Assomption,Mercier - Hochelaga-Maisonneuve,45.566883091095185,-73.53943817317486,498
Labadie / du Parc,Le Plateau-Mont-Royal,45.51986871112415,-73.59693787062497,499
Parc d'Antioche (Place d'Antioche / St-Zotique),Anjou,45.59566584124368,-73.5596626996994,500
Parc Armand-Bombardier (Perras / Armand-Bombardier),Rivière-des-Prairies - Pointe-aux-Trembles,45.6391233,-73.5961118,501
Carrefour Angrignon (Angrignon / Newman),LaSalle,45.44843408492706,-73.6129454523325,502
Shearer / Centre,Le Sud-Ouest,45.4828250990486,-73.56206325352105,503
Terminus de bus SRB Pie-IX (de la Concorde E / Rose-de-Lima),Laval,45.601878868782315,-73.65572065114975,504
Jean-Brillant / Decelles,Côte-des-Neiges - Notre-Dame-de-Grâce,45.498319625387495,-73.61935560278198,505
Hutchison / Van Horne,Le Plateau-Mont-Royal,45.52496238180383,-73.61054605806203,506
Parc du Mail (Bois de Coulonges / du Mail),Anjou,45.59833498124187,-73.54596734046936,507
Square du Petit-Prince (des Appalaches / Alexis-Nihon),Saint-Laurent,45.51431824920811,-73.70799824595451,508
Métro Acadie (de l'Acadie / Beaumont),Villeray—Saint-Michel—Parc-Extension,45.52357479400008,-73.62344294786453,509
Newman / Léger,LaSalle,45.4423746754694,-73.61801972726425,510
Clark / de Liège,Villeray—Saint-Michel—Parc-Extension,45.53998802401576,-73.63811277307832,511
Parc Bariteau (Saint-Georges),Longueuil,45.507181850364056,-73.49484494889111,512
St-Patrick / Briand,Le Sud-Ouest,45.46366064035559,-73.59586715698242,513
Parc nature de l'Île-de-la-Visitation (Gouin / Bruchési),Ahuntsic-Cartierville,45.57833184623925,-73.65595400333405,514
de l'Esplanade / Marie-Anne,Le Plateau-Mont-Royal,45.51736129434549,-73.58576595783234,515
Hôpital Pierre-Boucher (Jacques-Cartier / Bourdon),Longueuil,45.53653210295224,-73.4576690196991,516
St-Laurent / Joliette,Longueuil,45.52893060032485,-73.51326006931231,517
Juliette / Lise,LaSalle,45.43392910987164,-73.63002508878708,518
Lionel-Groulx / Georges-Vanier,Le Sud-Ouest,45.48636589009339,-73.57352435588837,519
Métro Jarry (Berri / Jarry),Villeray—Saint-Michel—Parc-Extension,45.54306944338219,-73.62848818302155,520
Place des Montréalaises (St-Antoine),Ville-Marie,45.50882509254338,-73.55598378188006,521
Métro de la Concorde (Léo-Lacombe),Laval,45.5604898518365,-73.7091851234436,522
Dunkirk / Laird,Mont-Royal,45.51588782124145,-73.6423122882843,523
du Champ-de-Mars / Gosford,Ville-Marie,45.50965520472071,-73.55400860309601,524
Bourgeoys / Favard,Le Sud-Ouest,45.47993042065731,-73.55592101812363,525
de la Côte-St-Antoine / Royal,Côte-des-Neiges - Notre-Dame-de-Grâce,45.468926984877434,-73.6198702454567,526
St-Joseph / 21e avenue Lachine,Lachine,45.43352120253739,-73.68354320526123,527
De Callières / d'Auvergne,Laval,45.59342197869864,-73.6690217256546,528
Aylmer / Sherbrooke,Le Plateau-Mont-Royal,45.50629456823703,-73.57282698154448,529
de Darlington / Van Horne,Côte-des-Neiges - Notre-Dame-de-Grâce,45.50780882672672,-73.62530254282319,530
Parc de Beauséjour (Gouin / Henri-d'Arles),Ahuntsic-Cartierville,45.526765,-73.730423,531
Jeanne-Mance / Beaubien,Rosemont - La Petite-Patrie,45.527650097960205,-73.61229971051216,532
Canning / Notre-Dame,Le Sud-Ouest,45.486318644010225,-73.5702332854271,533
Pierre-de-Coubertin / Langelier,Mercier - Hochelaga-Maisonneuve,45.580314546424674,-73.5353136062622,534
d'Anvers / Wiseman,Villeray—Saint-Michel—Parc-Extension,45.53014304871808,-73.6400398240221,535
Dollard / Van Horne,Outremont,45.518996353264406,-73.61592471599579,536
du Havre / de Rouen,Ville-Marie,45.53456256501449,-73.55478646466509,537
